time,height,w,temperature,qv,vapour_pressure,cloud_mass,rain_mass,surface_rain_rate,liquid_water_path,cond_rate,n_droplets,S,Sc,droplet_radius,dr_dt
5.0,0.14398061702790288,0.0523538966157463,283.15,0.009976049197832994,1421.1226079006249,2.395080216700542e-05,0.0,0.0,2.395080216700542e-05,6.119367726660127e-06,100000000.0,0.15804906559547902,0.002296387088233775,4.005888689418719e-06,3.291565612259188e-07
5.5,0.17277456939616634,0.057587904736526925,283.15,0.00997286464807089,1420.6937572153297,2.713535192910949e-05,0.0,0.0,2.713535192910949e-05,6.3690995242081415e-06,100000000.0,0.15769960233831523,0.002296387088233775,4.163356472040705e-06,3.1493556524397285e-07
6.0,0.20418532847429463,0.06282151815625658,283.15,0.009969561688762977,1420.2474006952918,3.043831123702239e-05,0.0,0.0,3.043831123702239e-05,6.6059186158258e-06,100000000.0,0.15733587386894982,0.002296387088233775,4.314519001529159e-06,3.0232505897690814e-07
6.5,0.2382126789764621,0.06805470100433489,283.15,0.009966146122731624,1419.78444276808,3.3853877268375804e-05,0.0,0.0,3.3853877268375804e-05,6.831132062706831e-06,100000000.0,0.1569586171902951,0.002296387088233775,4.460035678715808e-06,2.910333543732974e-07
7.0,0.27485638768301834,0.07328741741311255,283.15,0.009962623216597999,1419.305696276415,3.737678340200044e-05,0.0,0.0,3.737678340200044e-05,7.04581226724927e-06,100000000.0,0.15656849467430128,0.002296387088233775,4.600454729999615e-06,2.8083810256761453e-07
7.5,0.31411620344208696,0.07851963151813722,283.15,0.009958997790171531,1418.8118989222373,4.100220982846832e-05,0.0,0.0,4.100220982846832e-05,7.250852852935758e-06,100000000.0,0.15616610746195259,0.002296387088233775,4.736237922424999e-06,2.7156638485077006e-07
8.0,0.35599185717128656,0.08375130745839925,283.15,0.009955274285925696,1418.303725794942,4.472571407430353e-05,0.0,0.0,4.472571407430353e-05,7.447008491670423e-06,100000000.0,0.1557520056723157,0.002296387088233775,4.86777861630346e-06,2.630813877569211e-07
8.5,0.40048306185957533,0.08898240937657756,283.15,0.0099514568239316,1417.78179910867,4.8543176068401164e-05,0.0,0.0,4.8543176068401164e-05,7.634923988195272e-06,100000000.0,0.15532669633729668,0.002296387088233775,4.995415231343485e-06,2.5527323008004853e-07
9.0,0.447589512569218,0.09421290141928532,283.15,0.009947549245946777,1417.24669590148,5.245075405322423e-05,0.0,0.0,5.245075405322423e-05,7.815155969646123e-06,100000000.0,0.15489064967556718,0.002296387088233775,5.1194414774130514e-06,2.4805249213913346e-07
9.5,0.4973108864378758,0.09944274773731569,283.15,0.009943555151267184,1416.6989542145964,5.6444848732815904e-05,0.0,0.0,5.6444848732815904e-05,7.98818935918335e-06,100000000.0,0.15444430412792975,0.002296387088233775,5.240114253776909e-06,2.413455527277141e-07
10.0,0.5496468426808196,0.10467191248588766,283.15,0.009939477926221572,1416.1390781172397,6.052207377842743e-05,0.0,0.0,6.052207377842743e-05,8.154450091223052e-06,100000000.0,0.15398807045196922,0.002296387088233775,5.357659836177888e-06,2.350911648019575e-07
10.5,0.6045970225932654,0.10990035982489149,283.15,0.009935320768688074,1415.5675418404228,6.467923131192512e-05,0.0,0.0,6.467923131192512e-05,8.314315066995385e-06,100000000.0,0.15352233509061322,0.002296387088233775,5.472278785334716e-06,2.2923789831365607e-07
11.0,0.6621610495528327,0.11512805391913454,283.15,0.009931086708663316,1414.984793213085,6.891329133668284e-05,0.0,0.0,6.891329133668284e-05,8.468120049515453e-06,100000000.0,0.15304746297218103,0.002296387088233775,5.584149886187499e-06,2.2374220170556572e-07
11.5,0.7223385290221261,0.12035495893858689,283.15,0.009926778625664968,1414.3912565449762,7.322137433503024e-05,0.0,0.0,7.322137433503024e-05,8.616165996694785e-06,100000000.0,0.1525637998595975,0.002296387088233775,5.6934333423762135e-06,2.1856691237743023e-07
12.0,0.7851290485514395,0.12558103905862675,283.15,0.009922399263567718,1413.7873350657248,7.760073643227996e-05,0.0,0.0,7.760073643227996e-05,8.758724194499433e-06,100000000.0,0.15207167433794871,0.002296387088233775,5.800273391389226e-06,2.1368009802602522e-07
12.5,0.8505321777815826,0.13080625846028615,283.15,0.009917951243339294,1413.1734130041934,8.204875666070353e-05,0.0,0.0,8.204875666070353e-05,8.896040456847144e-06,100000000.0,0.15157139950891396,0.002296387088233775,5.904800464015788e-06,2.0905414525312368e-07
13.0,0.9185474684468308,0.13603058133049634,283.15,0.009913437074043529,1412.5498573735051,8.656292595646884e-05,0.0,0.0,8.656292595646884e-05,9.02833859153061e-06,100000000.0,0.15106327444535442,0.002296387088233775,6.007132981678963e-06,2.0466503532634936e-07
13.5,0.9891744543779974,0.14125397186233335,283.15,0.009908859162402032,1411.9170195131874,9.114083759796521e-05,0.0,0.0,9.114083759796521e-05,9.155823282992741e-06,100000000.0,0.15054758544797997,0.002296387088233775,6.107378863304778e-06,2.004917632516305e-07
14.0,1.0624126515056291,0.14647639425526338,283.15,0.009904219821148313,1411.2752364292917,9.578017885168423e-05,0.0,0.0,9.578017885168423e-05,9.278682507438042e-06,100000000.0,0.1500246071373905,0.002296387088233775,6.205636797187865e-06,1.9651586776617336e-07
14.5,1.138261557863323,0.15169781271538804,283.15,0.009899521276363486,1410.6248319652634,0.00010047872363651163,0.0,0.0,0.00010047872363651163,9.397089569654802e-06,100000000.0,0.14949460340819803,0.002296387088233775,6.301997321204316e-06,1.927210480329016e-07
15.0,1.216720653591168,0.1569181914556899,283.15,0.009894765673947785,1409.9661178300696,0.0001052343260522126,0.0,0.0,0.0001052343260522126,9.511204831401944e-06,100000000.0,0.14895782826683102,0.002296387088233775,6.396543745567673e-06,1.8909284872671455e-07
15.5,1.297789400939307,0.16213749469627753,283.15,0.009889955085354556,1409.2993945052012,0.00011004491464544122,0.0,0.0,0.00011004491464544122,9.621177186457223e-06,100000000.0,0.14841452657063525,0.002296387088233775,6.489352945331828e-06,1.856183995283083e-07
16.0,1.3814672442716225,0.16735568666463096,283.15,0.009885091512691478,1408.6249520483002,0.00011490848730851791,0.0,0.0,0.00011490848730851791,9.727145326153372e-06,100000000.0,0.14786493468273618,0.002296387088233775,6.580496044453354e-06,1.8228619824305176e-07
16.5,1.4677536100695459,0.17257273159584674,283.15,0.00988017689327621,1407.9430708080952,0.00011982310672378767,0.0,0.0,0.00011982310672378767,9.829238830539516e-06,100000000.0,0.147309281054628,0.002296387088233775,6.670039009032015e-06,1.7908592915732398e-07
17.0,1.5566479069359873,0.17778859373288303,283.15,0.009875213103719437,1407.2540220628669,0.00012478689628056094,0.0,0.0,0.00012478689628056094,9.927579113546558e-06,100000000.0,0.14674778674644853,0.002296387088233775,6.7580431640588356e-06,1.7600831005364115e-07
17.5,1.6481495255993897,0.18300323732680474,283.15,0.009870201963596819,1406.55806859267,0.000129798036403178,0.0,0.0,0.000129798036403178,1.0022280245234115e-05,100000000.0,0.14618066589327317,0.002296387088233775,6.844565645401188e-06,1.7304496268470477e-07
18.0,1.742257838917904,0.18821662663702862,283.15,0.009865145238761815,1405.8554651939282,0.0001348547612381817,0.0,0.0,0.0001348547612381817,1.0113449670007431e-05,100000000.0,0.1456081261244498,0.002296387088233775,6.929659796684423e-06,1.7018830256646924e-07
18.5,1.838972201883688,0.19342872593156804,283.15,0.009860044644343636,1405.146459143696,0.0001399553556563605,0.0,0.0,0.0001399553556563605,1.0201188836357542e-05,100000000.0,0.14503036894191784,0.002296387088233775,7.01337551907028e-06,1.6743144477171513e-07
19.0,1.9382919516273271,0.198639499487278,283.15,0.009854901847468133,1404.4312906197797,0.00014509815253186252,0.0,0.0,0.00014509815253186252,1.0285593751004074e-05,100000000.0,0.14444759006255858,0.002296387088233775,7.095759580593743e-06,1.6476812304692574e-07
19.5,2.040216407422377,0.20384891159010005,283.15,0.00984971846973405,1403.7101930820227,0.00015028153026594465,0.0,0.0,0.00015028153026594465,1.0366755468164226e-05,100000000.0,0.14385997972889683,0.002296387088233775,7.176855890633526e-06,1.6219262007956503e-07
20.0,2.1447448706900305,0.20905692653530691,283.15,0.00984449608947259,1402.9833936192965,0.00015550391052740513,0.0,0.0,0.00015550391052740513,1.0444760522920998e-05,100000000.0,0.14326772299185944,0.002296387088233775,7.256705744204552e-06,1.5969970714205068e-07
20.5,2.251876625003904,0.2142635086277473,283.15,0.009839236243814473,1402.2511132661193,0.00016076375618552283,0.0,0.0,0.00016076375618552283,1.0519691316235384e-05,100000000.0,0.14267099996878155,0.002296387088233775,7.335348040032916e-06,1.5728459165672896e-07
21.0,2.3616109360949493,0.21946862218209054,283.15,0.009833940430585487,1401.5135672922872,0.00016605956941451018,0.0,0.0,0.00016605956941451018,1.0591626457974692e-05,100000000.0,0.14206998607942284,0.002296387088233775,7.412819475773427e-06,1.5494287148102146e-07
21.5,2.473947051856485,0.22467223152307106,283.15,0.009828610110048805,1400.7709654684618,0.00017138988995119144,0.0,0.0,0.00017138988995119144,1.0660641073362552e-05,100000000.0,0.14146485226239,0.002296387088233775,7.489154723232089e-06,1.526704949173257e-07
22.0,2.5888842023493512,0.22987430098573317,283.15,0.009823246706510077,1400.0235123102793,0.00017675329348991874,0.0,0.0,0.00017675329348991874,1.072680707745457e-05,100000000.0,0.14085576517405757,0.002296387088233775,7.564386586041444e-06,1.5046372561871019e-07
22.5,2.706421599807189,0.2350747949156753,283.15,0.009817851609799288,1399.2714073032184,0.00018214839020070668,0.0,0.0,0.00018214839020070668,1.0790193421575906e-05,100000000.0,0.14024288737180854,0.002296387088233775,7.63854614188995e-06,1.4831911169701306e-07
23.0,2.826558438641836,0.24027367766929417,283.15,0.009812426176641739,1398.514845110197,0.00018757382335825645,0.0,0.0,0.00018757382335825645,1.0850866315099555e-05,100000000.0,0.13962637748320184,0.002296387088233775,7.711662871115417e-06,1.462334584509351e-07
23.5,2.949293895448851,0.24547091361402967,283.15,0.009806971731929001,1397.7540157636197,0.0001930282680709936,0.0,0.0,0.0001930282680709936,1.0908889425474307e-05,100000000.0,0.1390063903624684,0.002296387088233775,7.783764773226894e-06,1.442038042229535e-07
24.0,3.0746271290131553,0.2506664671286085,283.15,0.009801489569899492,1396.9891048434051,0.00019851043010050214,0.0,0.0,0.00019851043010050214,1.0964324059017034e-05,100000000.0,0.13838307723558285,0.002296387088233775,7.854878472711527e-06,1.422273989692664e-07
24.5,3.2025572803147995,0.25586030260328857,283.15,0.009795980955237168,1396.2202936423423,0.0002040190447628265,0.0,0.0,0.0002040190447628265,1.101722932464875e-05,100000000.0,0.1377565858350095,0.002296387088233775,7.925029315306272e-06,1.4030168518949017e-07
25.0,3.333083472534851,0.2610523844401032,283.15,0.009790447124095934,1395.4477593199651,0.00020955287590406125,0.0,0.0,0.00020955287590406125,1.1067662282469515e-05,100000000.0,0.13712706052509205,0.002296387088233775,7.99424145576372e-06,1.3842428091489538e-07
25.5,3.466204811061403,0.26624267705310467,283.15,0.009784889285056522,1394.6716750460155,0.00021511071494347402,0.0,0.0,0.00021511071494347402,1.1115678078825507e-05,100000000.0,0.13649464241895945,0.002296387088233775,8.062537938012476e-06,1.3659296449751238e-07
26.0,3.6019203834957074,0.27143114486860875,283.15,0.009779308620021864,1393.8922101344353,0.0002206913799781307,0.0,0.0,0.0002206913799781307,1.1161330069313405e-05,100000000.0,0.13585946948771369,0.002296387088233775,8.129940768501955e-06,1.3480566097895955e-07
26.5,3.7402292596584266,0.2766177523254379,283.15,0.00977370628505637,1393.1095301687365,0.00022629371494362576,0.0,0.0,0.00022629371494362576,1.1204669930990084e-05,100000000.0,0.13522167666259155,0.002296387088233775,8.196470983426268e-06,1.330604298486252e-07
27.0,3.8811304915960094,0.28180246387516533,283.15,0.009768083411173918,1392.323797119506,0.00023191658882607685,0.0,0.0,0.00023191658882607685,1.1245747764902219e-05,100000000.0,0.1345813959307179,0.002296387088233775,8.262148710439685e-06,1.3135545402683586e-07
27.5,4.024623113587189,0.28698524398235864,283.15,0.00976244110507896,1391.5351694547217,0.0002375588949210358,0.0,0.0,0.0002375588949210358,1.1284612189917895e-05,100000000.0,0.13393875642499967,0.002296387088233775,8.32699322540503e-06,1.2968902993068676e-07
28.0,4.170706142149601,0.29216605712482324,283.15,0.009756780449864595,1390.7438022434899,0.00024321955013539994,0.0,0.0,0.00024321955013539994,1.1321310428728307e-05,100000000.0,0.13329388450866045,0.002296387088233775,8.391023004654515e-06,1.2805955849897015e-07
28.5,4.319378576046524,0.29734486779384595,283.15,0.0097511025056712,1389.9498472537553,0.000248897494328794,0.0,0.0,0.000248897494328794,1.1355888386788101e-05,100000000.0,0.13264690385486216,0.002296387088233775,8.454255773188832e-06,1.2646553706863413e-07
29.0,4.470639396293743,0.3025216404944384,283.15,0.009745408310308762,1389.1534530444762,0.00025459168969123216,0.0,0.0,0.00025459168969123216,1.1388390724876402e-05,100000000.0,0.1319979355218176,0.002296387088233775,8.516708549193279e-06,1.2490555200889528e-07
29.5,4.624487566166533,0.3076963397455801,283.15,0.00973969887984582,1388.3547650527123,0.00026030112015417464,0.0,0.0,0.00026030112015417464,1.1418860925884915e-05,100000000.0,0.1313470980237562,0.002296387088233775,8.578397685208716e-06,1.2337827203087527e-07
30.0,4.780922031206764,0.31286893008046174,283.15,0.009733975209167632,1387.553925676031,0.00026602479083236163,0.0,0.0,0.00026602479083236163,1.1447341356373976e-05,100000000.0,0.1306945073980762,0.002296387088233775,8.639338906259088e-06,1.2188244210074421e-07
30.5,4.939941719230128,0.3180393760467284,283.15,0.009728238272505942,1386.7510743505975,0.0002717617274940511,0.0,0.0,0.0002717617274940511,1.1473873323378897e-05,100000000.0,0.1300402772689786,0.002296387088233775,8.699547345205622e-06,1.2041687789306762e-07
31.0,5.101545540333489,0.32320764220672227,283.15,0.009722489023942493,1385.946347625284,0.0002775109760575004,0.0,0.0,0.0002775109760575004,1.1498497126898665e-05,100000000.0,0.12938451890785754,0.002296387088233775,8.759037575569923e-06,1.1898046072860304e-07
31.5,5.265732386902352,0.3283736931377259,283.15,0.009716728397888267,1385.1398792320986,0.0002832716021117273,0.0,0.0,0.0002832716021117273,1.1521252108453863e-05,100000000.0,0.12872734129069166,0.002296387088233775,8.817823642043586e-06,1.1757213294732626e-07
32.0,5.432501133618454,0.3335374934322045,283.15,0.009710957309540236,1384.3318001532082,0.0002890426904597579,0.0,0.0,0.0002890426904597579,1.1542176696061085e-05,100000000.0,0.1280688511526601,0.002296387088233775,8.875919088880161e-06,1.161908936731507e-07
32.5,5.601850637467479,0.33869900769804917,283.15,0.009705176655317269,1383.522238684813,0.00029482334468272626,0.0,0.0,0.00029482334468272626,1.156130844593677e-05,100000000.0,0.12740915304019237,0.002296387088233775,8.933336986346042e-06,1.1483579493176031e-07
33.0,5.773779737746888,0.34385820055881905,283.15,0.009699387313276664,1382.711320498092,0.0003006126867233319,0.0,0.0,0.0003006126867233319,1.1578684081211297e-05,100000000.0,0.1267483493606324,0.002296387088233775,8.990089955389685e-06,1.1350593808728636e-07
33.5,5.94828725607388,0.3490150366539839,283.15,0.009693590143512709,1381.8991686974407,0.00030640985648728593,0.0,0.0,0.00030640985648728593,1.1594339527908035e-05,100000000.0,0.1260865404296949,0.002296387088233775,9.046190190673362e-06,1.1220047056735332e-07
34.0,6.125371996393463,0.3541694806391666,283.15,0.0096877859885385,1381.0859038761823,0.000312214011461494,0.0,0.0,0.000312214011461494,1.1608309948416066e-05,100000000.0,0.12542382451686365,0.002296387088233775,9.101649482098021e-06,1.1091858284932001e-07
34.5,6.305032744986656,0.35932149718638506,283.15,0.009681975673652168,1380.2716441699333,0.00031802432634782634,0.0,0.0,0.00031802432634782634,1.1620629772664738e-05,100000000.0,0.12476029788887856,0.002296387088233775,9.156479234939754e-06,1.0965950568346437e-07
35.0,6.487268270478803,0.3644710509842949,283.15,0.009676160007288574,1379.4565053077877,0.0003238399927114205,0.0,0.0,0.0003238399927114205,1.1631332727188264e-05,100000000.0,0.12409605485144434,0.002296387088233775,9.210690488705463e-06,1.0842250753142092e-07
35.5,6.672077323848018,0.36961810673843093,283.15,0.00967033978135745,1378.6406006614582,0.0003296602186425458,0.0,0.0,0.0003296602186425458,1.1640451862250625e-05,100000000.0,0.12343118778927531,0.002296387088233775,9.26429393480568e-06,1.0720689220043325e-07
36.0,6.859458638433743,0.3747626291714492,283.15,0.009664515771568856,1377.824041292522,0.0003354842284311391,0.0,0.0,0.0003354842284311391,1.1648019577186649e-05,100000000.0,0.1227657872045948,0.002296387088233775,9.317299933133677e-06,1.0601199665599325e-07
36.5,7.049410929945428,0.3799045830233692,283.15,0.009658688737746807,1377.006935997887,0.00034131126225318907,0.0,0.0,0.00034131126225318907,1.16540676440999e-05,100000000.0,0.12209994175418498,0.002296387088233775,9.369718527632275e-06,1.0483718899719415e-07
37.0,7.241932896471336,0.38504393305181484,283.15,0.009652859424131783,1376.1893913535996,0.0003471405758682123,0.0,0.0,0.0003471405758682123,1.165862723004639e-05,100000000.0,0.12143373828508514,0.002296387088233775,9.421559460922625e-06,1.0368186658069985e-07
37.5,7.437023218487464,0.3901806440322565,283.15,0.009647028559672872,1375.371511757096,0.0003529714403271228,0.0,0.0,0.0003529714403271228,1.1661728917821058e-05,100000000.0,0.12076726186902147,0.002296387088233775,9.472832188062935e-06,1.0254545428061871e-07
38.0,7.63468055886659,0.39531468075825227,283.15,0.009641196858310145,1374.5533994679988,0.00035880314168985005,0.0,0.0,0.00035880314168985005,1.1663402725454513e-05,100000000.0,0.12010059583565176,0.002296387088233775,9.523545889499341e-06,1.0142740287281343e-07
38.5,7.834903562887434,0.40044600804168934,283.15,0.009635365019247886,1373.7351546475481,0.00036463498075210894,0.0,0.0,0.00036463498075210894,1.166367812451777e-05,100000000.0,0.11943382180469672,0.002296387088233775,9.57370948326598e-06,1.0032718753327742e-07
39.0,8.037690858243947,0.40557459071302493,283.15,0.009629533727219223,1372.9168753967472,0.00037046627278077113,0.0,0.0,0.00037046627278077113,1.1662584057324427e-05,100000000.0,0.11876701971702457,0.002296387088233775,9.623331636486577e-06,9.924430644119217e-08
39.5,8.24304105505471,0.4107003936215278,283.15,0.009623703652742666,1372.0986577933074,0.0003762963472573276,0.0,0.0,0.0003762963472573276,1.166014895311286e-05,100000000.0,0.11810026786475693,0.002296387088233775,9.67242077622566e-06,9.817827947816597e-08
40.0,8.45095274587247,0.41582338163551863,283.15,0.009617875452371024,1371.2805959274563,0.00038212454762896915,0.0,0.0,0.00038212454762896915,1.1656400743283118e-05,100000000.0,0.11743364292044776,0.002296387088233775,9.720985099733626e-06,9.712864701593126e-08
40.5,8.661424505693777,0.4209435196426113,283.15,0.009612049768933146,1370.4627819366806,0.00038795023106684824,0.0,0.0,0.00038795023106684824,1.1651366875758159e-05,100000000.0,0.11676721996539552,0.002296387088233775,9.769032584126374e-06,9.609496878549494e-08
41.0,8.874454891968753,0.42606077254995306,283.15,0.009606227231768879,1369.645306039463,0.00039377276823111454,0.0,0.0,0.00039377276823111454,1.1645074328532557e-05,100000000.0,0.11610107251713415,0.002296387088233775,9.816570995537054e-06,9.507682282135974e-08
41.5,9.090042444610987,0.4311751052844658,283.15,0.009600408456957645,1368.828256568071,0.00039959154304234815,0.0,0.0,0.00039959154304234815,1.1637549622467244e-05,100000000.0,0.11543527255615221,0.002296387088233775,9.86360789777456e-06,9.407380447501108e-08
42.0,9.30818568600753,0.4362864827930851,283.15,0.009594594047540954,1368.011720000448,0.0004054055470126057,4.0544643442800525e-10,2.027232172140026e-09,0.0004054055470126057,1.1628818833383893e-05,100000000.0,0.11476989055188062,0.002296387088233775,9.910150660520746e-06,9.308552549237092e-08
42.5,9.52888312102903,0.4413948700430022,283.15,0.0095887845937392,1367.1957809912603,0.0004112141595225733,1.246738221160868e-09,6.23369110580434e-09,0.0004112141595225733,1.161890760350867e-05,100000000.0,0.11410499548799277,0.002296387088233775,9.95620646709594e-06,9.21116131503873e-08
43.0,9.752133237039983,0.4465002320219027,283.15,0.009582980673163044,1366.380522402143,0.0004170168032228089,2.5236141409448905e-09,1.2618070704724452e-08,0.0004170168032228089,1.1607841152310722e-05,100000000.0,0.11344065488705005,0.002296387088233775,1.000178232182011e-05,9.115170944833875e-08
43.5,9.977934503909086,0.45160253373820736,283.15,0.009577182851019656,1365.5660253311853,0.0004228129132022743,4.23577806437729e-09,2.117889032188645e-08,0.0004228129132022743,1.1595644286777683e-05,100000000.0,0.11277693483453027,0.002296387088233775,1.0046885056995017e-05,9.020547034981445e-08
44.0,10.206285374019743,0.4567017402213114,283.15,0.009571391680314073,1364.7523691416989,0.0004286019367860929,6.382899829243542e-09,3.191449914621771e-08,0.0004286019367860929,1.158234141116704e-05,100000000.0,0.11211390000226995,0.002296387088233775,1.009152133953085e-05,8.927256507166831e-08
44.5,10.437184282280654,0.4617978165218248,283.15,0.009565607702045937,1363.939631490305,0.0004343833333379568,8.964616100093638e-09,4.482308050046819e-08,0.0004343833333379568,1.1567956536269393e-05,100000000.0,0.11145161367135202,0.002296387088233775,1.0135697677239129e-05,8.835267541655586e-08
45.0,10.67062964613656,0.4668907277118108,283.15,0.00955983144540183,1363.12788835437,0.0004401565740669546,1.1980531210495477e-08,5.990265605247738e-08,0.0004401565740669546,1.1552513288216491e-05,100000000.0,0.1107901377544629,0.002296387088233775,1.0179420424812098e-05,8.74454951459374e-08
45.5,10.906619865579072,0.47198043888502667,283.15,0.009554063427943398,1362.317214058831,0.0004459211418386094,1.5430217988385818e-08,7.71510899419291e-08,0.0004459211418386094,1.1536034916865383e-05,100000000.0,0.11012953281775158,0.002296387088233775,1.0222695789507444e-05,8.655072939069375e-08
46.0,11.145153323157654,0.4770669151571617,283.15,0.009548304155791503,1361.507681302428,0.00045167653098992605,1.9313218564922466e-08,9.656609282461232e-08,0.00045167653098992605,1.1518544303786383e-05,100000000.0,0.1094698581022065,0.002296387088233775,1.0265529836555803e-05,8.566809409671852e-08
46.5,11.386228383990693,0.48215012166607724,283.15,0.009542554123806562,1360.6993611833843,0.00045742224714826477,2.362904516722563e-08,1.1814522583612814e-07,0.00045742224714826477,1.1500063969882063e-05,100000000.0,0.10881117154458195,0.002296387088233775,1.030792849430734e-05,8.47973155030753e-08
47.0,11.629843395776716,0.48723002357204503,283.15,0.009536813815765231,1359.892323224552,0.0004631578070538671,2.8377180895381615e-08,1.4188590447690808e-07,0.0004631578070538671,1.1480616082661053e-05,100000000.0,0.10815352979788811,0.002296387088233775,1.0349897559132583e-05,8.393812965048566e-08
47.5,11.875996688805708,0.4923065860579861,283.15,0.009531083704533637,1359.0866353980464,0.00046888273838587317,3.35570804840681e-08,1.677854024203405e-07,0.00046888273838587317,1.1460222463189496e-05,100000000.0,0.10749698825146602,0.002296387088233775,1.0391442700091632e-05,8.309028191809484e-08
48.0,12.124686575970562,0.4973797743297096,283.15,0.009525364252237267,1358.2823641494012,0.000474596579591679,3.916817104914704e-08,1.9584085524573518e-07,0.000474596579591679,1.1438904592741709e-05,100000000.0,0.10684160105067078,0.002296387088233775,1.0432569463384943e-05,8.225352658662393e-08
48.5,12.375911352778639,0.5024495536161511,283.15,0.009519655910427683,1357.4795744212533,0.0004802988797194929,4.5209852819558975e-08,2.2604926409779487e-07,0.0004802988797194929,1.1416683619168686e-05,100000000.0,0.1061874211161719,0.002296387088233775,1.0473283276598018e-05,8.142762642615056e-08
49.0,12.629669297363444,0.5075158891696112,283.15,0.009513959120246182,1356.6783296765861,0.00048598919825395935,5.168149985484074e-08,2.584074992742037e-07,0.00048598919825395935,1.1393580363003436e-05,100000000.0,0.10553450016289408,0.002296387088233775,1.051358945275147e-05,8.061235230690661e-08
49.5,12.885958670496441,0.5125787462659933,283.15,0.009508274312584521,1355.8786919215463,0.0004916671049547254,5.8582460748577526e-08,2.9291230374288764e-07,0.0004916671049547254,1.1369615323319606e-05,100000000.0,0.10488288871861008,0.002296387088233775,1.0553493194167267e-05,7.980748283159304e-08
50.0,13.144777715598963,0.5176380902050416,283.15,0.009502601908242841,1355.0807217278514,0.0004973321796978355,6.591205931808997e-08,3.2956029659044984e-07,0.0004973321796978355,1.1344808683359208e-05,100000000.0,0.10423263614220038,0.002296387088233775,1.0592999596161181e-05,7.901280398782685e-08
50.5,13.406124658754253,0.5226938863105791,283.15,0.009496942318084869,1354.2844782548038,0.0005029840123198448,7.366959528064676e-08,3.683479764032338e-07,0.0005029840123198448,1.131918031594391e-05,100000000.0,0.10358379064159198,0.002296387088233775,1.0632113650570899e-05,7.822810881943575e-08
51.0,13.669997708719626,0.5277460999307457,283.15,0.009491295943190526,1353.4900192709301,0.0005086222024645509,8.185434491648428e-08,4.092717245824214e-07,0.0005086222024645509,1.1292749788683868e-05,100000000.0,0.10293639929139173,0.002296387088233775,1.0670840249128604e-05,7.745319711541231e-08
51.5,13.936395056938743,0.5327946964382348,283.15,0.009485663175006027,1352.6974011752545,0.0005142463594322465,9.046556171890548e-08,4.523278085945274e-07,0.0005142463594322465,1.1265536368996296e-05,100000000.0,0.10229050805022206,0.002296387088233775,1.0709184186686314e-05,7.668787511542046e-08
