time,height,w,temperature,qv,vapour_pressure,cloud_mass,rain_mass,surface_rain_rate,liquid_water_path,cond_rate,n_droplets,activated_fraction,S,Sc,droplet_radius,dr_dt
954.0,763.9432905087347,0.0,283.15,0.008618377507727789,1229.9894951143176,1.6224922722729255e-06,0.0,0.0,1.6224922722729255e-06,9.158586775425476e-11,65268.43515367947,0.0006526843515367947,0.002297885904151336,0.002296387088233775,6.0758231825800346e-06,3.0263663255537307e-09
954.5,763.9432905087347,0.0,283.15,0.00861837746208408,1229.9894886682016,1.6225379159816309e-06,0.0,0.0,1.6225379159816309e-06,9.128741741067516e-11,65039.69182722476,0.0006503969182722475,0.0022978806513191223,0.002296387088233775,6.077335985426508e-06,3.0256056929469123e-09
955.0,763.9432905087347,0.0,283.15,0.008618377416589154,1229.9894822430915,1.62258341090662e-06,0.0,0.0,1.62258341090662e-06,9.098984997823105e-11,64811.69390517257,0.0006481169390517257,0.002297875415604279,0.002296387088233775,6.078848408251979e-06,3.0248456509425833e-09
955.5,763.9432905087347,0.0,283.15,0.008618377371242571,1229.989475838925,1.6226287574882117e-06,0.0,0.0,1.6226287574882117e-06,9.069316318381717e-11,64584.4391768032,0.000645844391768032,0.002297870196956039,0.002296387088233775,6.080360451351351e-06,3.024086198743436e-09
956.0,763.9432905087347,0.0,283.15,0.008618377326043893,1229.9894694556403,1.6226739561655984e-06,0.0,0.0,1.6226739561655984e-06,9.039735477342675e-11,64357.925447449445,0.0006435792544744945,0.0022978649953240052,0.002296387088233775,6.081872115019128e-06,3.0233273355540075e-09
956.5,763.9432905087347,0.0,283.15,0.008618377280992682,1229.9894630931758,1.622719007376849e-06,0.0,0.0,1.622719007376849e-06,9.010242250105686e-11,64132.150530583735,0.0006413215053058374,0.002297859810657966,0.002296387088233775,6.0833833995494174e-06,3.0225690605804378e-09
957.0,763.9432905087347,0.0,283.15,0.0086183772360885,1229.9894567514696,1.622763911558902e-06,0.0,0.0,1.622763911558902e-06,8.980836410591266e-11,63907.11223159553,0.0006390711223159553,0.0022978546429075243,0.002296387088233775,6.0848943052359325e-06,3.021811373029977e-09
957.5,763.9432905087347,0.0,283.15,0.008618377191330911,1229.98945043046,1.6228086691475696e-06,0.0,0.0,1.6228086691475696e-06,8.951517733508034e-11,63682.80836391946,0.0006368280836391946,0.0022978494920224686,0.002296387088233775,6.0864048323719885e-06,3.0210542721114664e-09
958.0,763.9432905087347,0.0,283.15,0.008618377146719482,1229.989444130086,1.622853280577547e-06,0.0,0.0,1.622853280577547e-06,8.922285995494164e-11,63459.236757137165,0.0006345923675713717,0.0022978443579529575,0.002296387088233775,6.087914981250506e-06,3.0202977570355844e-09
958.5,763.9432905087347,0.0,283.15,0.008618377102253777,1229.9894378502863,1.6228977462824112e-06,0.0,0.0,1.6228977462824112e-06,8.893140972848109e-11,63236.395240830236,0.0006323639524083023,0.00229783924064915,0.002296387088233775,6.089424752164013e-06,3.019541827014352e-09
959.0,763.9432905087347,0.0,283.15,0.008618377057933365,1229.9894315909999,1.6229420666946188e-06,0.0,0.0,1.6229420666946188e-06,8.864082441531504e-11,63014.281644599185,0.0006301428164459919,0.0022978341400612047,0.002296387088233775,6.090934145404644e-06,3.0187864812611313e-09
959.5,763.9432905087347,0.0,283.15,0.008618377013757814,1229.9894253521657,1.6229862422455102e-06,0.0,0.0,1.6229862422455102e-06,8.835110178302055e-11,62792.89380610854,0.0006279289380610854,0.0022978290561394667,0.002296387088233775,6.092443161264139e-06,3.0180317189908653e-09
960.0,763.9432905087347,0.0,283.15,0.008618376969726695,1229.9894191337235,1.623030273365325e-06,0.0,0.0,1.623030273365325e-06,8.806223962981068e-11,62572.22958717726,0.0006257222958717726,0.002297823988834835,0.002296387088233775,6.093951800033849e-06,3.0172775394205595e-09
960.5,763.9432905087347,0.0,283.15,0.008618376925839577,1229.989412935612,1.6230741604831777e-06,0.0,0.0,1.6230741604831777e-06,8.777423570517166e-11,62352.286817405795,0.000623522868174058,0.0022978189380974683,0.002296387088233775,6.095460062004733e-06,3.01652394176758e-09
961.0,763.9432905087347,0.0,283.15,0.008618376882096034,1229.9894067577713,1.623117904027078e-06,0.0,0.0,1.623117904027078e-06,8.748708780070372e-11,62133.063358688654,0.0006213306335868865,0.002297813903878268,0.002296387088233775,6.096967947467359e-06,3.0157709252515925e-09
961.5,763.9432905087347,0.0,283.15,0.008618376838495636,1229.9894006001412,1.623161504423936e-06,0.0,0.0,1.623161504423936e-06,8.720079371589874e-11,61914.55708088987,0.0006191455708088987,0.0022978088861283176,0.002296387088233775,6.098475456711906e-06,3.015018489093829e-09
962.0,763.9432905087347,0.0,283.15,0.008618376795037961,1229.9893944626608,1.6232049620995427e-06,0.0,0.0,1.6232049620995427e-06,8.691535121297998e-11,61696.76582979473,0.0006169676582979472,0.002297803884798148,0.002296387088233775,6.099982590028164e-06,3.014266632516117e-09
962.5,763.9432905087347,0.0,283.15,0.008618376751722582,1229.9893883452712,1.6232482774786078e-06,0.0,0.0,1.6232482774786078e-06,8.663075813029657e-11,61479.68750756123,0.0006147968750756124,0.002297798899839585,0.002296387088233775,6.101489347705536e-06,3.0135153547433005e-09
963.0,763.9432905087347,0.0,283.15,0.008618376708549076,1229.989382247912,1.6232914509847307e-06,0.0,0.0,1.6232914509847307e-06,8.634701224610918e-11,61263.31997606499,0.0006126331997606499,0.0022977939312035286,0.002296387088233775,6.102995730033035e-06,3.0127646550003255e-09
963.5,763.9432905087347,0.0,283.15,0.00861837666551702,1229.989376170524,1.623334483040421e-06,0.0,0.0,1.623334483040421e-06,8.606411138082242e-11,61047.661129418855,0.0006104766112941885,0.0022977889788416196,0.002296387088233775,6.104501737299293e-06,3.01201453251442e-09
964.0,763.9432905087347,0.0,283.15,0.008618376622625995,1229.9893701130475,1.6233773740670855e-06,0.0,0.0,1.6233773740670855e-06,8.578205332885298e-11,60832.70884564539,0.0006083270884564539,0.002297784042705129,0.002296387088233775,6.10600736979255e-06,3.011264986513638e-09
964.5,763.9432905087347,0.0,283.15,0.008618376579875577,1229.9893640754233,1.623420124485049e-06,0.0,0.0,1.623420124485049e-06,8.550083592683654e-11,60618.461035023334,0.0006061846103502333,0.002297779122746069,0.002296387088233775,6.1075126278006635e-06,3.0105160162283076e-09
965.0,763.9432905087347,0.0,283.15,0.008618376537265349,1229.9893580575917,1.62346273471353e-06,0.0,0.0,1.62346273471353e-06,8.522045696250857e-11,60404.91557549968,0.0006040491557549968,0.002297774218915709,0.002296387088233775,6.109017511611108e-06,3.009767620889089e-09
